"Timestamp";"Loss";"Acc"
"1663328115550";"1.0639764 ; 0.47826087"
"1663328116152";"0.76873285 ; 0.79130435"
"1663328116900";"0.6867853 ; 0.7826087"
"1663328117505";"0.6724207 ; 0.79130435"
"1663328118056";"0.6806184 ; 0.79130435"
"1663328118595";"0.7125801 ; 0.79130435"
"1663328119430";"0.7407792 ; 0.79130435"
"1663328120248";"0.76594794 ; 0.79130435"
"1663328120769";"0.78924924 ; 0.773913"
"1663328121300";"0.8084756 ; 0.773913"
"1663328121841";"0.81918436 ; 0.7826087"
"1663328122379";"0.82773536 ; 0.7826087"
"1663328122895";"0.8484753 ; 0.7826087"
"1663328123453";"0.8587201 ; 0.7826087"
"1663328124278";"0.865719 ; 0.7826087"
"1663328124862";"0.8723627 ; 0.7826087"
"1663328125726";"0.8864226 ; 0.7826087"
"1663328126300";"0.88902646 ; 0.7826087"
"1663328126957";"0.8847202 ; 0.7826087"
"1663328127785";"0.88429356 ; 0.7826087"
"1663328128341";"0.8947328 ; 0.79130435"
"1663328128958";"0.90467477 ; 0.7826087"
"1663328129683";"0.9071531 ; 0.79130435"
"1663328130190";"0.9106598 ; 0.7826087"
"1663328130824";"0.9074804 ; 0.79130435"
"1663328131641";"0.9180213 ; 0.773913"
"1663328132236";"0.917417 ; 0.773913"
"1663328132844";"0.9110377 ; 0.7826087"
"1663328133469";"0.92950344 ; 0.773913"
"1663328134048";"0.9172764 ; 0.7826087"
