"Timestamp";"Loss";"Acc"
"1663328545471";"0.92887485 ; 0.667263"
"1663328547866";"0.63705075 ; 0.86583185"
"1663328550392";"0.48201358 ; 0.862254"
"1663328553017";"0.4110312 ; 0.8604651"
"1663328555338";"0.38603342 ; 0.86404294"
"1663328557966";"0.36618546 ; 0.86762077"
"1663328560414";"0.34905994 ; 0.8694097"
"1663328562850";"0.33585155 ; 0.8694097"
"1663328565332";"0.3257832 ; 0.87477636"
"1663328567762";"0.31542337 ; 0.881932"
"1663328570371";"0.30667162 ; 0.8801431"
"1663328572711";"0.30456236 ; 0.8801431"
"1663328576231";"0.2955245 ; 0.88729876"
"1663328578636";"0.29940078 ; 0.8783542"
"1663328581133";"0.28118435 ; 0.88729876"
"1663328583947";"0.2790949 ; 0.88550985"
"1663328586430";"0.2706935 ; 0.89266545"
"1663328588799";"0.2724795 ; 0.89445436"
"1663328591210";"0.26425096 ; 0.8908766"
"1663328593798";"0.27051052 ; 0.89266545"
"1663328596128";"0.2752965 ; 0.89266545"
"1663328598471";"0.26496708 ; 0.89445436"
"1663328600774";"0.25476015 ; 0.90161"
"1663328603189";"0.272163 ; 0.8908766"
"1663328606292";"0.26820436 ; 0.8908766"
"1663328608830";"0.26681665 ; 0.8890877"
"1663328611471";"0.25440365 ; 0.90339893"
"1663328613745";"0.24845794 ; 0.90161"
"1663328616230";"0.27114758 ; 0.8890877"
"1663328618590";"0.2609158 ; 0.89266545"
