"Timestamp";"Loss";"Acc"
"1663328794446";"0.55639684 ; 0.95686024"
"1663328794774";"0.43451592 ; 0.9623316"
"1663328795103";"0.30919006 ; 0.9605219"
"1663328795490";"0.2625055 ; 0.96250004"
"1663328796044";"0.29393336 ; 0.97003365"
"1663328796516";"0.30360296 ; 0.97760946"
"1663328796852";"0.262761 ; 0.9795034"
"1663328797139";"0.2574224 ; 0.98320705"
"1663328797439";"0.28104147 ; 0.9887626"
"1663328797790";"0.26521996 ; 0.9887626"
"1663328798097";"0.2517943 ; 0.9887626"
"1663328798387";"0.23953712 ; 0.9887626"
"1663328798829";"0.22802794 ; 0.9887206"
"1663328799139";"0.2183862 ; 0.9887206"
"1663328799472";"0.19438492 ; 0.9868687"
"1663328799781";"0.18324551 ; 0.9868687"
"1663328800070";"0.17575382 ; 0.9868687"
"1663328800398";"0.16631956 ; 0.9868687"
"1663328800833";"0.17120473 ; 0.9887626"
"1663328801110";"0.16134605 ; 0.9887626"
"1663328801415";"0.15476361 ; 0.9887626"
"1663328801841";"0.1487784 ; 0.9887626"
"1663328802172";"0.1428972 ; 0.9887626"
"1663328802632";"0.13610056 ; 0.9887626"
"1663328803166";"0.1316828 ; 0.9887626"
"1663328803456";"0.11581397 ; 0.98691076"
"1663328803898";"0.11140185 ; 0.98691076"
"1663328804311";"0.097522296 ; 0.98505896"
"1663328804640";"0.08253857 ; 0.98320705"
"1663328805003";"0.08045643 ; 0.98320705"
