"Timestamp";"Loss";"Acc"
"1663328424882";"0.49542758 ; 0.93842596"
"1663328425224";"0.38134024 ; 0.93703705"
"1663328425710";"0.80317754 ; 0.9796297"
"1663328426060";"0.7130548 ; 0.9777777"
"1663328426423";"0.6252077 ; 0.97407407"
"1663328426834";"0.47583485 ; 0.96292084"
"1663328427368";"0.4819171 ; 0.96662456"
"1663328427721";"0.53999096 ; 0.9758838"
"1663328428068";"0.49450642 ; 0.9739899"
"1663328428339";"0.46127552 ; 0.9739899"
"1663328428649";"0.52498513 ; 0.9832492"
"1663328428986";"0.5367911 ; 0.98880464"
"1663328429308";"0.5342715 ; 0.9925084"
"1663328429727";"0.49398825 ; 0.9925084"
"1663328430150";"0.45559362 ; 0.9925084"
"1663328430438";"0.43688855 ; 0.99436027"
"1663328430867";"0.40410686 ; 0.99436027"
"1663328431192";"0.37436348 ; 0.99436027"
"1663328431560";"0.34682038 ; 0.99436027"
"1663328432180";"0.30609852 ; 0.9925084"
"1663328432474";"0.2820494 ; 0.9925084"
"1663328432900";"0.25930715 ; 0.9925084"
"1663328433383";"0.2380865 ; 0.9925084"
"1663328433675";"0.21814099 ; 0.9925084"
"1663328433947";"0.2023743 ; 0.9925084"
"1663328434371";"0.1905813 ; 0.9925084"
"1663328434806";"0.17858315 ; 0.9925084"
"1663328435385";"0.16487725 ; 0.9925084"
"1663328435714";"0.15235992 ; 0.9925084"
"1663328436022";"0.14163618 ; 0.9925084"
