"Timestamp";"Loss";"Acc"
"1663328217142";"0.27387562 ; 0.9537037"
"1663328218303";"0.2674742 ; 0.95601845"
"1663328219352";"0.2729535 ; 0.9615741"
"1663328220562";"0.24705835 ; 0.96250004"
"1663328221633";"0.22772318 ; 0.96342593"
"1663328222805";"0.24168703 ; 0.9666667"
"1663328223842";"0.22949249 ; 0.96759254"
"1663328224829";"0.24634579 ; 0.9708333"
"1663328226047";"0.22558907 ; 0.97037035"
"1663328227091";"0.22640137 ; 0.97175926"
"1663328228202";"0.23742679 ; 0.97407407"
"1663328229229";"0.22010949 ; 0.9736111"
"1663328230360";"0.2075457 ; 0.9731481"
"1663328231540";"0.20802785 ; 0.97407407"
"1663328232746";"0.20459346 ; 0.9745371"
"1663328234126";"0.19821602 ; 0.9745371"
"1663328235163";"0.19741869 ; 0.97499996"
"1663328236584";"0.19730341 ; 0.975463"
"1663328237577";"0.20350643 ; 0.97638893"
"1663328238782";"0.2013529 ; 0.97638893"
"1663328239882";"0.2040555 ; 0.9768519"
"1663328241024";"0.20181984 ; 0.9768519"
"1663328242231";"0.19966848 ; 0.9768519"
"1663328243383";"0.2006665 ; 0.9773148"
"1663328244583";"0.19777207 ; 0.9773149"
"1663328245608";"0.19676054 ; 0.9773149"
"1663328246769";"0.19075835 ; 0.9768519"
"1663328248064";"0.1960665 ; 0.9777778"
"1663328249222";"0.18730615 ; 0.9768519"
"1663328250523";"0.18988734 ; 0.9773149"
