"Timestamp";"Loss";"Acc"
"1663328158226";"1.5566186 ; 0.32142857"
"1663328158512";"1.3700684 ; 0.48214287"
"1663328158954";"1.2618742 ; 0.48214287"
"1663328159322";"1.1864144 ; 0.5"
"1663328159658";"1.1307881 ; 0.53571427"
"1663328160079";"1.0888618 ; 0.5714286"
"1663328160448";"1.0559014 ; 0.58928573"
"1663328160741";"1.0294687 ; 0.64285713"
"1663328161014";"1.0088412 ; 0.64285713"
"1663328161289";"0.9912929 ; 0.66071427"
"1663328161730";"0.9791061 ; 0.66071427"
"1663328162122";"0.96806747 ; 0.6785714"
"1663328162569";"0.96008503 ; 0.66071427"
"1663328162945";"0.9524519 ; 0.66071427"
"1663328163279";"0.9478516 ; 0.66071427"
"1663328163585";"0.9435177 ; 0.66071427"
"1663328163933";"0.94220626 ; 0.66071427"
"1663328164285";"0.93843853 ; 0.66071427"
"1663328164615";"0.9349144 ; 0.66071427"
"1663328164998";"0.9323606 ; 0.6785714"
"1663328165271";"0.927257 ; 0.6964286"
"1663328165656";"0.92594296 ; 0.6964286"
"1663328166031";"0.92388344 ; 0.73214287"
"1663328166459";"0.9234101 ; 0.73214287"
"1663328166897";"0.92072576 ; 0.73214287"
"1663328167245";"0.91939193 ; 0.73214287"
"1663328167748";"0.9206291 ; 0.75"
"1663328168140";"0.91522926 ; 0.75"
"1663328168474";"0.9103481 ; 0.75"
"1663328168822";"0.9064256 ; 0.75"
