"Timestamp";"Loss";"Acc"
"1663328373790";"0.39327574 ; 0.9375"
"1663328374511";"0.6499236 ; 0.9701087"
"1663328375086";"0.5096468 ; 0.9637682"
"1663328375748";"0.4807296 ; 0.9664855"
"1663328376361";"0.48000398 ; 0.9719203"
"1663328376963";"0.5263594 ; 0.9827898"
"1663328377582";"0.5221614 ; 0.9900362"
"1663328378109";"0.45397606 ; 0.990942"
"1663328378613";"0.38792366 ; 0.990942"
"1663328379204";"0.34793043 ; 0.9927537"
"1663328379758";"0.30320418 ; 0.99365944"
"1663328380260";"0.26086423 ; 0.9936593"
"1663328380757";"0.2181572 ; 0.9927537"
"1663328381301";"0.1906054 ; 0.9927537"
"1663328381777";"0.16696654 ; 0.9927537"
"1663328382560";"0.15011285 ; 0.9927537"
"1663328383071";"0.13814847 ; 0.9927537"
"1663328383765";"0.12843199 ; 0.9927537"
"1663328384284";"0.11907652 ; 0.9927537"
"1663328385062";"0.11371014 ; 0.9927537"
"1663328385585";"0.10889312 ; 0.9927537"
"1663328386221";"0.10368764 ; 0.9927537"
"1663328386903";"0.099777386 ; 0.9927537"
"1663328387824";"0.097645566 ; 0.9927537"
"1663328388536";"0.094803445 ; 0.9927537"
"1663328389075";"0.091674216 ; 0.9927537"
"1663328389619";"0.09322348 ; 0.9927537"
"1663328390161";"0.08116807 ; 0.9918478"
"1663328390659";"0.086469114 ; 0.9927537"
"1663328391170";"0.07827097 ; 0.9918478"
