"Timestamp";"Loss";"Acc"
"1663328485427";"0.6501466 ; 0.96435183"
"1663328486602";"0.5078909 ; 0.9638889"
"1663328487783";"0.57943803 ; 0.9824074"
"1663328488775";"0.47476915 ; 0.9875"
"1663328489867";"0.36813954 ; 0.9907408"
"1663328491101";"0.2610332 ; 0.9898148"
"1663328492100";"0.18628564 ; 0.9888889"
"1663328493065";"0.14378792 ; 0.9884259"
"1663328494084";"0.13177058 ; 0.9898148"
"1663328495113";"0.11716272 ; 0.9898148"
"1663328496071";"0.10575704 ; 0.98981476"
"1663328497170";"0.10060512 ; 0.9893518"
"1663328498232";"0.086948395 ; 0.9888889"
"1663328499221";"0.082862616 ; 0.9893518"
"1663328500284";"0.08632616 ; 0.98981476"
"1663328501441";"0.072885066 ; 0.9888889"
"1663328502582";"0.0751677 ; 0.9893518"
"1663328503562";"0.06860624 ; 0.9893518"
"1663328504551";"0.075580776 ; 0.9893518"
"1663328505843";"0.06745614 ; 0.9893518"
"1663328506954";"0.06711134 ; 0.9893518"
"1663328508145";"0.061345104 ; 0.9893518"
"1663328509602";"0.061595265 ; 0.9893518"
"1663328510750";"0.06038901 ; 0.9893518"
"1663328511726";"0.060235184 ; 0.9893518"
"1663328512923";"0.06003118 ; 0.9893518"
"1663328514221";"0.05840643 ; 0.9893518"
"1663328515441";"0.056021113 ; 0.9893518"
"1663328516602";"0.057340097 ; 0.9893518"
"1663328517720";"0.05530265 ; 0.9893518"
