"Timestamp";"Elapsed Time";"Used Memory from Application (bytes)";"Used System`s RAM (MB)";"Used System`s RAM (%)";"Used System`s CPU (%)";"Battery Level";"Profiling Type"
"1663222420825";"00:01:06.136";"7691896";"2302.0";"40";"48";"97";"AUTOMATIC"
"1663222421827";"00:01:07.138";"10550680";"2306.0";"40";"69";"97";"AUTOMATIC"
"1663222422829";"00:01:08.140";"10557808";"2305.0";"40";"17";"97";"AUTOMATIC"
"1663222423829";"00:01:09.140";"12783832";"2307.0";"40";"48";"97";"AUTOMATIC"
"1663222424830";"00:01:10.141";"14445792";"2309.0";"40";"48";"97";"AUTOMATIC"
"1663222425831";"00:01:11.142";"8696128";"2304.0";"40";"48";"97";"AUTOMATIC"
"1663222426832";"00:01:12.143";"10494896";"2306.0";"40";"48";"97";"AUTOMATIC"
"1663222427833";"00:01:13.144";"11607728";"2307.0";"40";"65";"97";"AUTOMATIC"
"1663222428837";"00:01:14.148";"11625056";"2307.0";"40";"17";"97";"AUTOMATIC"
"1663222429838";"00:01:15.149";"14256688";"2309.0";"40";"48";"97";"AUTOMATIC"
"1663222430838";"00:01:16.149";"8357240";"2304.0";"40";"48";"97";"AUTOMATIC"
"1663222431840";"00:01:17.151";"10139336";"2306.0";"40";"48";"97";"AUTOMATIC"
"1663222432841";"00:01:18.152";"11937944";"2307.0";"40";"48";"97";"AUTOMATIC"
"1663222433842";"00:01:19.153";"12801544";"2309.0";"40";"39";"97";"AUTOMATIC"
"1663222434847";"00:01:20.158";"12808648";"2309.0";"40";"17";"97";"AUTOMATIC"
"1663222435847";"00:01:21.158";"8914232";"2305.0";"40";"48";"97";"AUTOMATIC"
"1663222436848";"00:01:22.159";"10630560";"2307.0";"40";"48";"97";"AUTOMATIC"
"1663222437848";"00:01:23.159";"12495712";"2308.0";"40";"48";"97";"AUTOMATIC"
"1663222438850";"00:01:24.161";"14110848";"2310.0";"40";"27";"97";"AUTOMATIC"
"1663222439851";"00:01:25.162";"14150696";"2310.0";"40";"27";"97";"AUTOMATIC"
"1663222440855";"00:01:26.166";"14157776";"2311.0";"40";"17";"97";"AUTOMATIC"
"1663222441855";"00:01:27.166";"11801856";"2308.0";"40";"48";"97";"AUTOMATIC"
"1663222442856";"00:01:28.167";"13378680";"2310.0";"40";"48";"97";"AUTOMATIC"
"1663222443857";"00:01:29.168";"15144056";"2311.0";"40";"48";"97";"AUTOMATIC"
"1663222444861";"00:01:30.172";"7713472";"2305.0";"40";"17";"97";"AUTOMATIC"
"1663222445864";"00:01:31.175";"7736936";"2305.0";"40";"17";"97";"AUTOMATIC"
"1663222446866";"00:01:32.177";"7744016";"2305.0";"40";"17";"97";"AUTOMATIC"
"1663222447867";"00:01:33.178";"12380648";"2312.0";"40";"48";"97";"AUTOMATIC"
"1663222448867";"00:01:34.178";"13988024";"2314.0";"41";"48";"97";"AUTOMATIC"
