"Timestamp";"Loss";"Acc"
"1663222620262";"6.866789E-5 ; 0.9184234"
"1663222639491";"6.873097E-4 ; 0.9162727"
"1663222658773";"7.919994E-5 ; 0.93149906"
"1663222678291";"0.020483214 ; 0.9227107"
"1663222697669";"0.0 ; 0.91688895"
"1663222716902";"0.075304076 ; 0.93828434"
"1663222736162";"0.012792779 ; 0.9331648"
"1663222755399";"0.011693517 ; 0.9255659"
"1663222774655";"0.08449962 ; 0.94686955"
"1663222793903";"0.009597646 ; 0.9236457"
"1663222813155";"0.1335168 ; 0.94315076"
"1663222832422";"0.21880326 ; 0.94097036"
"1663222851679";"0.06826877 ; 0.935756"
"1663222870858";"0.25509378 ; 0.952821"
"1663222890265";"0.33742958 ; 0.9421983"
"1663222909412";"0.3772155 ; 0.9378173"
"1663222928760";"0.3316838 ; 0.9336247"
"1663222948362";"0.22698355 ; 0.9431177"
"1663222967681";"0.37097174 ; 0.9481535"
"1663222987042";"0.34353137 ; 0.94654185"
"1663223006730";"0.3662403 ; 0.94326335"
"1663223026776";"0.30804646 ; 0.9446623"
"1663223046267";"0.35101688 ; 0.9451666"
"1663223065702";"0.23800342 ; 0.9428146"
"1663223084957";"0.18661606 ; 0.9422024"
"1663223104610";"0.3026429 ; 0.9483545"
"1663223123953";"0.3112699 ; 0.93199927"
"1663223143105";"0.3527753 ; 0.9453077"
"1663223162559";"0.36833835 ; 0.93834656"
"1663223181814";"0.07303553 ; 0.93246603"
