"Timestamp";"Loss";"Acc"
"1663224002451";"0.2648629 ; 0.96231467"
"1663224008361";"0.18522073 ; 0.96672654"
"1663224014264";"0.18520236 ; 0.9686125"
"1663224020198";"0.18681167 ; 0.9697307"
"1663224026032";"0.18926868 ; 0.97236437"
"1663224031881";"0.18736237 ; 0.9734058"
"1663224037619";"0.1837578 ; 0.9725916"
"1663224043556";"0.175948 ; 0.9725234"
"1663224049537";"0.16521776 ; 0.9721098"
"1663224055452";"0.16761191 ; 0.97367"
"1663224061271";"0.16833678 ; 0.97454387"
"1663224067082";"0.17042047 ; 0.97518164"
"1663224073081";"0.17307593 ; 0.9759185"
"1663224078981";"0.17869374 ; 0.9769582"
"1663224084910";"0.18649665 ; 0.978007"
"1663224090632";"0.19689901 ; 0.97945863"
"1663224096578";"0.20289685 ; 0.97995406"
"1663224102336";"0.20302129 ; 0.9796347"
"1663224108294";"0.20642728 ; 0.9787307"
"1663224114242";"0.20677902 ; 0.97929746"
"1663224120137";"0.20736565 ; 0.97946566"
"1663224125976";"0.20643973 ; 0.9794424"
"1663224131890";"0.20081204 ; 0.9799296"
"1663224137760";"0.20036471 ; 0.9801058"
"1663224143508";"0.2001479 ; 0.980244"
"1663224149269";"0.1872504 ; 0.98002934"
"1663224155188";"0.18600999 ; 0.9802361"
"1663224160906";"0.18289848 ; 0.9799872"
"1663224166643";"0.18034396 ; 0.9802697"
"1663224172355";"0.17359668 ; 0.9795502"
