"Timestamp";"Loss";"Acc"
"1663222089019";"0.30941886 ; 0.9644973"
"1663222094962";"0.27059567 ; 0.9756424"
"1663222100832";"0.20360625 ; 0.9686654"
"1663222106677";"0.20231889 ; 0.9696243"
"1663222112656";"0.20182736 ; 0.96959394"
"1663222118593";"0.20310193 ; 0.96989995"
"1663222124533";"0.2051093 ; 0.9702955"
"1663222130473";"0.20160232 ; 0.97042483"
"1663222136398";"0.19513948 ; 0.97030574"
"1663222142359";"0.18553047 ; 0.96977973"
"1663222148302";"0.18047552 ; 0.9696188"
"1663222154239";"0.16522229 ; 0.9692897"
"1663222160173";"0.16391788 ; 0.9697199"
"1663222166115";"0.16247025 ; 0.969706"
"1663222171974";"0.16131602 ; 0.9698031"
"1663222177773";"0.14942135 ; 0.9696467"
"1663222183712";"0.14689031 ; 0.9693053"
"1663222189663";"0.14448813 ; 0.96920395"
"1663222195604";"0.1458538 ; 0.9690946"
"1663222201380";"0.14607382 ; 0.9692619"
"1663222207284";"0.14426911 ; 0.96865946"
"1663222213224";"0.14403711 ; 0.96842"
"1663222218958";"0.14046071 ; 0.9681692"
"1663222224897";"0.13974352 ; 0.9680082"
"1663222230754";"0.13912967 ; 0.96796495"
"1663222236558";"0.1377039 ; 0.9680581"
"1663222242510";"0.1358909 ; 0.9678516"
"1663222248460";"0.13514328 ; 0.9678516"
"1663222254402";"0.13663942 ; 0.967742"
"1663222260336";"0.13484737 ; 0.96783036"
