"Timestamp";"Loss";"Acc"
"1663222375035";"0.33091912 ; 0.9728944"
"1663222380956";"0.20876722 ; 0.9703059"
"1663222386890";"0.20645235 ; 0.97182447"
"1663222392831";"0.22213785 ; 0.97361976"
"1663222398782";"0.24821344 ; 0.97639817"
"1663222404713";"0.26949617 ; 0.9785448"
"1663222410658";"0.29512322 ; 0.9797372"
"1663222416790";"0.3283071 ; 0.9808018"
"1663222422676";"0.3336203 ; 0.97504205"
"1663222428467";"0.23035961 ; 0.9556592"
"1663222434413";"0.14942072 ; 0.94296193"
"1663222440338";"0.14272727 ; 0.9431236"
"1663222446300";"0.13465396 ; 0.9424577"
"1663222452244";"0.1286657 ; 0.9418246"
"1663222458168";"0.1323239 ; 0.9427739"
"1663222464091";"0.13179426 ; 0.9426629"
"1663222470036";"0.13487075 ; 0.9432085"
"1663222476212";"0.13459148 ; 0.94303566"
"1663222482118";"0.13128155 ; 0.94199556"
"1663222487960";"0.13193591 ; 0.941698"
"1663222493803";"0.13464148 ; 0.9424259"
"1663222499703";"0.13053115 ; 0.9414442"
"1663222505464";"0.12939592 ; 0.94096184"
"1663222511422";"0.13166858 ; 0.940181"
"1663222517339";"0.12653622 ; 0.93830687"
"1663222523330";"0.13142811 ; 0.93855685"
"1663222529187";"0.13340987 ; 0.93903416"
"1663222535175";"0.13480467 ; 0.93976784"
"1663222541093";"0.13211688 ; 0.9388576"
"1663222547033";"0.1337763 ; 0.9384833"
