"Timestamp";"Loss";"Acc"
"1663170905051";"0.674048;0.79012346"
"1663170907092";"0.6222828;0.8013468"
"1663170909124";"0.59281695;0.80583614"
"1663170911181";"0.56816536;0.8294052"
"1663170913091";"0.5503365;0.8305275"
"1663170915064";"0.53707105;0.8327722"
"1663170916994";"0.5265495;0.84287316"
"1663170918832";"0.5174775;0.84624016"
"1663170920663";"0.4992141;0.8507295"
"1663170922519";"0.49403328;0.8507295"
"1663170924486";"0.49040312;0.8518519"
"1663170926681";"0.4876484;0.8518519"
"1663170928503";"0.485276;0.84960717"
"1663170930293";"0.48369583;0.84960717"
"1663170932141";"0.4821663;0.8507295"
"1663170933978";"0.4803221;0.85409653"
"1663170935854";"0.47914883;0.85409653"
"1663170937805";"0.4781853;0.8518519"
"1663170939834";"0.4768275;0.8507295"
"1663170941682";"0.47547373;0.85409653"
"1663170943681";"0.47450906;0.85409653"
"1663170945784";"0.47321832;0.85409653"
"1663170948023";"0.47109026;0.86195284"
"1663170950288";"0.47037724;0.8563412"
"1663170952443";"0.4683048;0.85746354"
"1663170954378";"0.46662518;0.85858583"
"1663170956309";"0.46599028;0.8563412"
"1663170958140";"0.46435016;0.8563412"
"1663170959943";"0.46256587;0.86195284"
"1663170961956";"0.46245024;0.85746354"
