"Timestamp";"Loss";"Acc"
"1663169255056";"Infinity;0.8260382"
"1663169260466";"Infinity;0.8237935"
"1663169265842";"Infinity;0.7620651"
"1663169271199";"Infinity;0.8327722"
"1663169276483";"Infinity;0.75757575"
"1663169281807";"Infinity;0.8069585"
"1663169287136";"Infinity;0.85858583"
"1663169292362";"Infinity;0.7586981"
"1663169297645";"Infinity;0.8731762"
"1663169303093";"Infinity;0.7878788"
"1663169308360";"Infinity;0.8518519"
"1663169313732";"Infinity;0.70819306"
"1663169319074";"Infinity;0.6958474"
"1663169324323";"Infinity;0.7441077"
"1663169329569";"Infinity;0.8439955"
"1663169334847";"Infinity;0.7822671"
"1663169340083";"Infinity;0.69921434"
"1663169345395";"Infinity;0.83838385"
"1663169350649";"Infinity;0.7732884"
"1663169355958";"Infinity;0.7777778"
"1663169361227";"Infinity;0.83164984"
"1663169366486";"Infinity;0.7373737"
"1663169371684";"Infinity;0.8664422"
"1663169377046";"Infinity;0.7957351"
"1663169382386";"Infinity;0.8507295"
"1663169387667";"Infinity;0.84960717"
"1663169393006";"Infinity;0.7328844"
"1663169398345";"Infinity;0.7553311"
"1663169403632";"Infinity;0.7957351"
"1663169408822";"Infinity;0.7878788"
