"Timestamp";"Elapsed Time";"Used Memory from Application (bytes)";"Used System`s RAM (MB)";"Used System`s RAM (%)";"Used System`s CPU (%)";"Battery Level";"Profiling Type"
"1663328573755";"00:00:32.040";"9078352";"2443.0";"43";"48";"84";"AUTOMATIC"
"1663328574755";"00:00:33.040";"11564720";"2446.0";"43";"48";"84";"AUTOMATIC"
"1663328575757";"00:00:34.042";"7934792";"2442.0";"43";"42";"84";"AUTOMATIC"
"1663328576757";"00:00:35.042";"11964464";"2446.0";"43";"48";"84";"AUTOMATIC"
"1663328577758";"00:00:36.043";"8109584";"2443.0";"43";"48";"84";"AUTOMATIC"
"1663328578759";"00:00:37.044";"10509920";"2445.0";"43";"48";"84";"AUTOMATIC"
"1663328579759";"00:00:38.044";"6502448";"2442.0";"43";"48";"84";"AUTOMATIC"
"1663328580760";"00:00:39.045";"9208176";"2445.0";"43";"48";"84";"AUTOMATIC"
"1663328581761";"00:00:40.046";"7105352";"2443.0";"43";"48";"84";"AUTOMATIC"
"1663328582762";"00:00:41.047";"9579248";"2446.0";"43";"48";"84";"AUTOMATIC"
"1663328583766";"00:00:42.051";"10783624";"2447.0";"43";"17";"84";"AUTOMATIC"
"1663328584767";"00:00:43.052";"11841816";"2448.0";"43";"48";"84";"AUTOMATIC"
"1663328585768";"00:00:44.053";"8265640";"2445.0";"43";"48";"84";"AUTOMATIC"
"1663328586769";"00:00:45.054";"8367592";"2445.0";"43";"48";"84";"AUTOMATIC"
"1663328587770";"00:00:46.055";"10924256";"2448.0";"43";"48";"84";"AUTOMATIC"
"1663328588772";"00:00:47.057";"6853480";"2444.0";"43";"38";"84";"AUTOMATIC"
"1663328589772";"00:00:48.057";"9015080";"2447.0";"43";"48";"84";"AUTOMATIC"
"1663328590772";"00:00:49.057";"11704024";"2449.0";"43";"48";"84";"AUTOMATIC"
"1663328591773";"00:00:50.058";"11898680";"2450.0";"43";"48";"84";"AUTOMATIC"
"1663328592774";"00:00:51.059";"7769016";"2446.0";"43";"48";"84";"AUTOMATIC"
"1663328593775";"00:00:52.060";"8508232";"2447.0";"43";"48";"84";"AUTOMATIC"
"1663328594776";"00:00:53.061";"10124992";"2449.0";"43";"48";"84";"AUTOMATIC"
"1663328595777";"00:00:54.062";"6462968";"2446.0";"43";"48";"84";"AUTOMATIC"
"1663328596778";"00:00:55.063";"8252200";"2448.0";"43";"48";"84";"AUTOMATIC"
"1663328597779";"00:00:56.064";"10991984";"2451.0";"43";"48";"84";"AUTOMATIC"
"1663328598780";"00:00:57.065";"12525264";"2452.0";"43";"48";"84";"AUTOMATIC"
"1663328599781";"00:00:58.066";"8800232";"2449.0";"43";"48";"84";"AUTOMATIC"
"1663328600782";"00:00:59.067";"11499704";"2451.0";"43";"42";"84";"AUTOMATIC"
"1663328601783";"00:01:00.068";"7493792";"2448.0";"43";"48";"84";"AUTOMATIC"
"1663328602784";"00:01:01.069";"10331152";"2450.0";"43";"48";"84";"AUTOMATIC"
"1663328603785";"00:01:02.070";"12777984";"2453.0";"43";"36";"84";"AUTOMATIC"
"1663328604786";"00:01:03.071";"8609240";"2449.0";"43";"48";"84";"AUTOMATIC"
"1663328605787";"00:01:04.072";"11330648";"2452.0";"43";"48";"84";"AUTOMATIC"
"1663328606788";"00:01:05.073";"10968712";"2452.0";"43";"71";"84";"AUTOMATIC"
"1663328607789";"00:01:06.074";"6987808";"2445.0";"43";"48";"84";"AUTOMATIC"
"1663328608790";"00:01:07.075";"7661312";"2446.0";"43";"36";"84";"AUTOMATIC"
"1663328609791";"00:01:08.076";"8317392";"2446.0";"43";"48";"84";"AUTOMATIC"
"1663328610792";"00:01:09.077";"10965896";"2448.0";"43";"48";"84";"AUTOMATIC"
"1663328611793";"00:01:10.078";"11806856";"2448.0";"43";"48";"84";"AUTOMATIC"
"1663328612794";"00:01:11.079";"7930744";"2445.0";"43";"48";"84";"AUTOMATIC"
"1663328613795";"00:01:12.080";"10280568";"2447.0";"43";"38";"84";"AUTOMATIC"
"1663328614795";"00:01:13.080";"12658584";"2450.0";"43";"48";"84";"AUTOMATIC"
"1663328615796";"00:01:14.081";"8978880";"2446.0";"43";"48";"84";"AUTOMATIC"
"1663328616797";"00:01:15.082";"9045904";"2447.0";"43";"48";"84";"AUTOMATIC"
"1663328617798";"00:01:16.083";"11548736";"2449.0";"43";"48";"84";"AUTOMATIC"
"1663328618801";"00:01:17.086";"12025504";"2450.0";"43";"17";"84";"AUTOMATIC"
"1663328619714";"00:01:17.999";"12032616";"2449.0";"43";"17";"84";"CHECKPOINT"
